epoch,train_loss,train_mae,train_rmse,train_r2,val_loss,val_mae,val_rmse,val_r2,learning_rate
1,0.009484688273411113,0.040134348,0.055814564,0.5123756541578368,0.004240725978821654,0.02764256,0.035464462,0.7992764077280841,9.998914383200491e-05
2,0.004486900491562436,0.028722318,0.037020467,0.785476836568047,0.003755708628543425,0.027223412,0.034098256,0.8144434201666889,9.995658008989358e-05
3,0.003465051649850446,0.025091518,0.032521296,0.834451221279845,0.004518068739618544,0.027533282,0.03451672,0.8098612602782106,9.990232305719952e-05
4,0.0028654563810344754,0.02239563,0.029450765,0.8642361164773753,0.0027383482288447867,0.022566292,0.028742595,0.8681549872818255,9.982639653285068e-05
5,0.0023908423598939343,0.020436477,0.027032029,0.8856208275516502,0.0030054237193505844,0.024349172,0.029786672,0.85840237483915,9.972883382072968e-05
6,0.0020971562169249634,0.018970799,0.025016313,0.9020426147061555,0.0020422087014065277,0.019377716,0.025151981,0.8990384071428215,9.960967771506709e-05
7,0.0019354373832538212,0.01833395,0.024252718,0.9079315381645214,0.002389160217970092,0.02020308,0.02690039,0.884514000784159,9.946898048166834e-05
8,0.0017970091837801148,0.017393427,0.023351913,0.9146438108917154,0.0017380956021905043,0.016793031,0.022606777,0.9184378164201076,9.930680383499045e-05
9,0.0015248906547741408,0.016113734,0.021431146,0.9281079351305777,0.00218204823428771,0.020348229,0.026126655,0.8910620111167336,9.91232189110707e-05
10,0.0015242933372041697,0.016020354,0.02150215,0.9276306738163576,0.0015256918934411516,0.015366549,0.02137204,0.9271039488064978,9.891830623632409e-05
11,0.0014150487943832921,0.0154001005,0.020583224,0.9336841540435887,0.003280410014980763,0.022882491,0.029444596,0.8616360244426601,9.869215569222209e-05
12,0.0013551889625439588,0.014998542,0.020148702,0.9364544783702251,0.002422572097141421,0.0209843,0.02803898,0.8745310630253561,9.844486647586783e-05
13,0.0012618017261613818,0.014573427,0.019554779,0.9401455784750117,0.0027512779922490528,0.023818877,0.0285909,0.8695429831893748,9.817654705648474e-05
14,0.001175170318116701,0.013974983,0.018976046,0.9436360091896698,0.002466314311981622,0.021541327,0.026917197,0.8843698095644654,9.788731512783784e-05
15,0.0010907536771119144,0.013232035,0.018109346,0.9486670728135717,0.0014739784010889233,0.014772506,0.021074185,0.929121637199082,9.757729755661045e-05
16,0.000999603743144859,0.012827685,0.017281853,0.9532510757855679,0.00161202725573634,0.015514501,0.021584252,0.9256491531962909,9.724663032675564e-05
17,0.0009793764376747013,0.012626836,0.017133137,0.9540522035471597,0.0012877012983957522,0.013947728,0.019468917,0.939508391015561,9.689545847984907e-05
18,0.0009855816843874347,0.012554387,0.017267197,0.9533303407323432,0.0016239345451386142,0.016609222,0.022005506,0.9227186490646032,9.652393605146886e-05
19,0.0008704614637323734,0.011747823,0.016248414,0.9586750552979053,0.00108948454675927,0.013395071,0.018213883,0.9470559252803332,9.61322260036311e-05
20,0.0008611266644550611,0.01182473,0.016211597,0.9588620145034426,0.0011797002504046817,0.013517816,0.018669786,0.94437239067676,9.57205001533092e-05
21,0.000839884206313199,0.011599863,0.015928999,0.9602838164783397,0.002139578291531511,0.01966775,0.02485241,0.901429081302298,9.528893909706836e-05
22,0.0008234237024379058,0.011485375,0.015772643,0.961059728518868,0.0011501515265978897,0.013386372,0.018736256,0.943975596450521,9.483773213185125e-05
23,0.0007641267052824998,0.011078101,0.015105244,0.9642853436976107,0.0011802775534800174,0.013498124,0.018676698,0.9443311541194581,9.436707717194546e-05
24,0.0007655154281005881,0.011106801,0.015127505,0.9641800350871343,0.001183090110872665,0.013734071,0.019036625,0.9421648953252413,9.387718066217174e-05
25,0.0007159143926293686,0.010773677,0.014832211,0.965564853658607,0.0012402186830286401,0.014198819,0.019705081,0.9380318692561302,9.336825748733026e-05
26,0.0006924706863973854,0.010580447,0.0143697625,0.9676786315250319,0.0013492901671230875,0.015064806,0.019792963,0.9374778933860946,9.284053087794562e-05
27,0.0006956234745937297,0.010352718,0.014531737,0.9669458404556188,0.0012905998606726236,0.015041398,0.019877313,0.9369439164863833,9.229423231235026e-05
28,0.0006550598090381265,0.010149997,0.013984695,0.9693875971774395,0.0010552065378463505,0.013089716,0.017739775,0.9497763761735012,9.172960141515046e-05
29,0.0006101338013318083,0.0099277245,0.013517517,0.9713988111675784,0.0011434315847400798,0.013696613,0.018532261,0.9451888770261075,9.114688585211874e-05
30,0.0005531638150486424,0.009412063,0.012900926,0.9739485433522664,0.0011042900765582668,0.013417552,0.018197576,0.9471507149070095,9.054634122156021e-05
31,0.0005477011145949013,0.00916068,0.013045727,0.973360459893454,0.0009351868735298709,0.011773313,0.016705621,0.9554613343820955,8.992823094219809e-05
32,0.0005356352266678849,0.00922809,0.012758637,0.9745199980318746,0.0009657943843869971,0.012092916,0.017048726,0.9536130732407176,8.929282613762944e-05
33,0.0005711481810212703,0.009440111,0.013255865,0.9724952725768894,0.0011750112261029566,0.013839893,0.018567754,0.9449787695829353,8.86404055174019e-05
34,0.0005335959013004212,0.009029534,0.012717862,0.9746826210299001,0.0010061073523969365,0.0124169765,0.017107602,0.9532921556941131,8.797125525476229e-05
35,0.0005022606159392984,0.0088289045,0.012331368,0.9761980218720228,0.0012145218857534707,0.014610412,0.01892853,0.9428198050054464,8.728566886113147e-05
36,0.000460263439606664,0.008446751,0.011762555,0.9783432305336404,0.000947582791534118,0.012190489,0.016771413,0.955109848049937,8.658394705736024e-05
37,0.0005256762222415303,0.008833982,0.012480425,0.9756191266117102,0.001279808626000554,0.014535463,0.019184625,0.9412620745507587,8.586639764182413e-05
38,0.00048076311692818083,0.0084874015,0.012013381,0.9774097573927182,0.0012765632587511306,0.014944817,0.019892875,0.9368451270801565,8.513333535541194e-05
39,0.00042286555899473545,0.008159165,0.0112051405,0.9803471705352484,0.0008638651678025172,0.01127702,0.016132606,0.9584643626135823,8.438508174347039e-05
40,0.0004868980482505692,0.008487675,0.012095917,0.9770982760485986,0.0008791307520564245,0.011693232,0.0163043,0.9575755549471898,8.362196501476371e-05
41,0.000398576251774599,0.007950395,0.010962324,0.9811896947538042,0.000976443125125138,0.012717105,0.017146697,0.9530784457585966,8.284431989751053e-05
42,0.0004504444354859429,0.008176815,0.011579732,0.9790111692495598,0.000966176928484147,0.011723589,0.016660456,0.955701860653769,8.20524874925604e-05
43,0.00040880769694570765,0.007945995,0.011200938,0.9803619342262355,0.0009209461402487774,0.012121415,0.016448004,0.9568244165396882,8.124681512377668e-05
44,0.0004051027759927629,0.0077751065,0.011077381,0.9807927558497593,0.0008470810925849409,0.011611371,0.015885588,0.9597265943006741,8.042765618568797e-05
45,0.0003895074166655423,0.00771672,0.010883187,0.9814602936589962,0.0008567956668839473,0.011589783,0.015858531,0.959863635134182,7.959536998847782e-05
46,0.0003929902629840332,0.007860703,0.01091683,0.9813454864825989,0.0008532081192953919,0.011598883,0.015931955,0.9594911628094298,7.87503216003798e-05
47,0.0003779747039561585,0.0075333808,0.010711478,0.9820407049021689,0.0008435143396990468,0.011099581,0.01574199,0.9604513971820406,7.789288168754603e-05
48,0.00037491446698467506,0.007525624,0.0107935555,0.9817644258177729,0.0008443122110673379,0.011288958,0.015880164,0.9597540931927059,7.702342635146098e-05
49,0.0003362648788306386,0.007213299,0.010081018,0.9840925940747384,0.0008156401316061955,0.011356533,0.015653752,0.9608935510408945,7.61423369639706e-05
50,0.0003435482500998992,0.007198408,0.010218225,0.9836566345326405,0.0011821878022573945,0.01378811,0.018626895,0.9446276739720876,7.525000000000066e-05
51,0.0003092341959793939,0.0068900455,0.009595375,0.9855883252465066,0.0008715985952871452,0.011793294,0.016310386,0.957543871075356,7.434680686803557e-05
52,0.0003255692330852659,0.0067871045,0.00985207,0.9848069130653623,0.0008979018507869136,0.011580004,0.016430693,0.9569153042540088,7.343315373843383e-05
53,0.00029806485667472976,0.0066190427,0.009400218,0.9861686073465978,0.0008342541901123721,0.011337537,0.01576744,0.9603234137044352,7.250944136965451e-05
54,0.00031577170029731976,0.006725597,0.009765284,0.9850734049197379,0.0007856876048235168,0.010968475,0.015387077,0.9622145922795393,7.157607493247187e-05
55,0.0002838941139090921,0.0065829065,0.009151113,0.9868919329527506,0.0009182650074120065,0.011576552,0.016898416,0.9544273789465576,7.063346383225278e-05
56,0.0003043297237481953,0.0067206006,0.009625933,0.9854963965722234,0.0007134191653323153,0.010274147,0.0147160515,0.9654383754303797,6.968202152937968e-05
57,0.00028312439543355677,0.0066440464,0.009292487,0.986483814637342,0.0008425822484167445,0.011439761,0.015969424,0.9593004033571244,6.872216535789227e-05
58,0.0002682151145487626,0.006505311,0.009006092,0.9873040937433049,0.0014819013734472498,0.017146576,0.021148605,0.928620239566504,6.775431634243063e-05
59,0.00024055207709770392,0.0060676103,0.008565071,0.9885171001039965,0.0007494352716850431,0.0105560925,0.015116562,0.9635315160875464,6.677889901356046e-05
60,0.0002572149583186762,0.0062494026,0.008847823,0.9877464280230659,0.0007401329470772082,0.010504652,0.014920851,0.9644696665443662,6.579634122156036e-05
61,0.00024082160144101033,0.0059703356,0.0085245725,0.9886253961253314,0.0006932030178745046,0.010233568,0.014496375,0.9664624970432438,6.480707394875174e-05
62,0.0002465420065935592,0.0060021854,0.008625282,0.9883550452076182,0.0007360750743836148,0.010413697,0.014976589,0.9642037541838766,6.381153112045613e-05
63,0.00022315104459761663,0.0057566892,0.008200005,0.9894750904632691,0.0007129677010894259,0.010367026,0.014838272,0.9648618646726925,6.281014941466088e-05
64,0.00022011797582017286,0.005814446,0.008058008,0.9898364385137162,0.000726441675818593,0.010268217,0.014899683,0.9645704299023166,6.180336807047834e-05
65,0.00022829375816653838,0.005779436,0.008411152,0.9889260710974137,0.0007973321461084376,0.011350667,0.01557876,0.9612673137659227,6.079162869548077e-05
66,0.00023328719364453993,0.005900098,0.008391912,0.9889766831495559,0.0006697739151015223,0.0099403355,0.0141109545,0.9682221373211378,5.9775375071995085e-05
67,0.0002248464932948239,0.005842628,0.0081689935,0.9895545362285774,0.0007874779200968085,0.011083315,0.015253388,0.9628683472966357,5.875505296244872e-05
68,0.00021379850641281643,0.0056585195,0.008124705,0.9896674793567677,0.0008639434350494712,0.012310785,0.016205871,0.958086240627084,5.7731109913841016e-05
69,0.00019495064275271224,0.005417301,0.0076224315,0.9909055133890879,0.000724702240518991,0.01028312,0.014682749,0.9655946169601215,5.6703995061434626e-05
70,0.0002019732087170257,0.005343582,0.0078089735,0.9904549485930092,0.0007749942011765156,0.010879219,0.015748834,0.9604170158491809,5.5674158931750426e-05
71,0.0002051891618664888,0.0055083255,0.00786251,0.9903236288857042,0.0006796410641618817,0.009976993,0.014252407,0.9675818390233994,5.464205324495117e-05
72,0.00020506264277628098,0.005366968,0.007900738,0.9902292991062968,0.0006516942920984374,0.009706404,0.013930357,0.969030364920858,5.3608130716702517e-05
73,0.00018515775573697872,0.005267989,0.0075472924,0.9910839520275149,0.0006499889547960381,0.009768463,0.013956185,0.9689153889553956,5.257284485959688e-05
74,0.000169813380030302,0.005082817,0.0071467906,0.9920051042929994,0.0006284963350753673,0.009433687,0.013761038,0.96977864843716,5.1536649784227614e-05
75,0.00016472650860142063,0.005058798,0.0071001984,0.9921090283163805,0.00066629396371056,0.009812854,0.014370163,0.9670439556113983,5.0500000000001444e-05
76,0.00016346056378563448,0.004965756,0.006970733,0.9923941470199531,0.0007932037924695456,0.0112028755,0.015374847,0.9622746314815931,4.946335021577532e-05
77,0.00016525126860112398,0.004958817,0.0070062634,0.9923164143328311,0.0006495130033928488,0.009756332,0.014080032,0.9683612788016276,4.84271551404061e-05
78,0.00016168908213111418,0.0049451627,0.006987405,0.9923577397857919,0.0006404618542903304,0.009853433,0.013890347,0.9692079982588959,4.739186928330041e-05
79,0.00016166701550971886,0.0048779277,0.0069449483,0.9924503240075293,0.0006531473132528882,0.009824676,0.013997431,0.9687313957701849,4.635794675505174e-05
80,0.0001371510651521063,0.004589894,0.0063965567,0.9935955359495632,0.0006296878538891293,0.009609905,0.013819363,0.9695218987549261,4.532584106825251e-05
81,0.00015092986422394748,0.004737106,0.0067731426,0.9928192247197251,0.0006831077155131284,0.009720152,0.014206054,0.967792375669794,4.4296004938568215e-05
82,0.00015880877313058015,0.00465858,0.0068127336,0.9927350353277424,0.0006870065818780409,0.010062982,0.014392726,0.9669403942442099,4.32688900861619e-05
83,0.00012802668511464213,0.00441471,0.006207212,0.9939690775019483,0.0005928249818909445,0.0093950555,0.013364845,0.9714937916147479,4.2244947037554176e-05
84,0.00014398785395945788,0.004553247,0.0065007103,0.9933852672038385,0.0006281298938653271,0.009638861,0.013591147,0.9705202174233631,4.12246249280078e-05
85,0.00013444882473082672,0.0044431966,0.0062758923,0.9938348885304663,0.0006306964125945339,0.009589352,0.013733073,0.9699013323029617,4.020837130452207e-05
86,0.0001244754958923734,0.0043676104,0.0060772924,0.9942188965667219,0.0006390055852937618,0.0097618345,0.013794473,0.969631580695623,3.9196631929523665e-05
87,0.00012416677270357066,0.0044216495,0.0061092456,0.9941579521634742,0.0005992568550777018,0.009481899,0.013476529,0.9710153574831696,3.818985058534078e-05
88,0.00012146468164250136,0.0042187725,0.0060195397,0.9943282572772429,0.000709024066839622,0.009968474,0.014496649,0.966461247381864,3.7188468879545355e-05
89,0.00012131453163978958,0.0042430833,0.006004084,0.9943573385084159,0.0006381984352387981,0.009433524,0.013701008,0.9700417218512585,3.619292605124971e-05
90,0.00011990767753311073,0.0042025438,0.0060078553,0.9943502615501318,0.000635886850106266,0.009223705,0.0137632135,0.9697690662378834,3.520365877844106e-05
91,0.0001108136271735242,0.004079913,0.0057747276,0.9947801903458995,0.0006179563604708837,0.009186714,0.013653109,0.9702508186586039,3.422110098644106e-05
92,0.0001161702823469302,0.0040923916,0.0058454913,0.9946514869074243,0.0005938696606303631,0.009351926,0.013374369,0.9714531274838265,3.3245683657570955e-05
93,0.0001054295450985398,0.004002649,0.005566889,0.9951491837952562,0.000617318805956851,0.009106366,0.013585449,0.9705449186019939,3.2277834642109146e-05
94,0.00011441194319895866,0.0041042785,0.005942331,0.9944728016238826,0.0005989034540901197,0.009480672,0.013503589,0.9708988586053001,3.1317978470621474e-05
95,0.00010587650773446814,0.0039779516,0.0056167627,0.9950618561204814,0.0005757569837023431,0.009007112,0.01320577,0.9721683358715894,3.0366536167748007e-05
96,0.00010105637369891631,0.003889706,0.005481559,0.9952967387598408,0.0006087064281931141,0.009554604,0.0135901375,0.9705246288573963,2.9423925067529054e-05
97,0.00010619922734921343,0.0038184253,0.0056363996,0.9950272866301824,0.0005615599913612093,0.0088334475,0.013018192,0.9729533677744922,2.8490558630346222e-05
98,9.082969862775408e-05,0.003687859,0.0052088373,0.9957530955731884,0.0005612249418397421,0.008894101,0.013129099,0.9724905821369609,2.756684626156698e-05
99,0.00010036408712695697,0.0037472323,0.0053764237,0.995475430741966,0.0005553186338078372,0.008812777,0.012928452,0.9733249702040623,2.6653193131965204e-05
100,9.16052657564807e-05,0.0036715,0.005211383,0.9957489536238341,0.000566647892633815,0.009054069,0.013077481,0.9727064547978628,2.5750000000000097e-05
101,9.03254445530485e-05,0.0036046566,0.005156666,0.9958377456098614,0.0005709814730549816,0.008936715,0.013163071,0.9723480136395406,2.485766303603015e-05
102,8.853555296993184e-05,0.0036160257,0.005154232,0.9958416757106525,0.0005758819165556155,0.008969573,0.013146589,0.9724172363324933,2.397657364853974e-05
103,8.046758248631155e-05,0.0034733447,0.0048993556,0.9962427609204272,0.0005591581702605496,0.008838439,0.013107523,0.9725809230481917,2.3107118312454554e-05
104,8.453555447076126e-05,0.0035684016,0.005050483,0.9960073944239245,0.0005617803216410799,0.008816269,0.013079012,0.9727000605730476,2.2249678399620713e-05
105,8.243077474003742e-05,0.003425438,0.0049938723,0.9960964090325882,0.0005511605787145563,0.0087489765,0.012891648,0.9734766128452301,2.1404630011522664e-05
106,7.779140767967398e-05,0.0034707864,0.004879766,0.9962727463610153,0.0005745750756938836,0.009000424,0.01322459,0.9720889275736877,2.0572343814312556e-05
107,8.267361680826442e-05,0.0035015466,0.0049564894,0.9961546264748593,0.0005597336407425742,0.008690817,0.012929499,0.9733206655116446,1.9753184876223734e-05
108,7.903583546672638e-05,0.0033949278,0.004877335,0.9962764656048384,0.000590136737860264,0.009034064,0.013350597,0.971554530989778,1.894751250743997e-05
109,7.785542507654758e-05,0.0033784793,0.004842847,0.9963289345254189,0.0005757247748312993,0.009087197,0.01313891,0.972449463010558,1.8155680102489928e-05
110,7.521456158681546e-05,0.0032806234,0.0047725732,0.9964347026356691,0.0005500657800822666,0.00877014,0.012930544,0.9733163316861284,1.737803498523667e-05
111,7.99091448200323e-05,0.0034174046,0.0049138195,0.9962205393237249,0.0005285527383522854,0.008540491,0.012643425,0.9744881825636285,1.6614918256530072e-05
112,7.213726239911905e-05,0.003186829,0.004652974,0.9966111527466255,0.0005349190208588673,0.00856063,0.0126953,0.9742784049907631,1.5866664644588417e-05
113,7.11153508840975e-05,0.0031148854,0.0046311887,0.9966428134456315,0.000559500731129895,0.008768257,0.012924665,0.9733405919932628,1.5133602358176024e-05
114,6.483037168061465e-05,0.0030862524,0.004388801,0.9969850349585359,0.0005300049908938499,0.008591748,0.012648381,0.9744681781758482,1.4416052942639917e-05
115,7.005043738137218e-05,0.0031819288,0.0045593777,0.9967461141329061,0.0005343552439862379,0.00877041,0.012720142,0.974177635634965,1.3714331138868785e-05
116,6.545780832208088e-05,0.0030940939,0.004388777,0.9969850687499389,0.0005282567134018316,0.008455244,0.01272729,0.9741486192164015,1.3028744745237901e-05
117,6.90655186597824e-05,0.003161135,0.004520024,0.9968020462574958,0.0005110343040349356,0.008400831,0.012511172,0.9750191200020271,1.2359594482598292e-05
118,6.530290614342948e-05,0.0030666874,0.004393919,0.9969780005114064,0.0005279192489260417,0.008652421,0.012656815,0.9744341224142984,1.1707173862370803e-05
119,6.417975505247757e-05,0.0030107396,0.0043456373,0.9970440456617156,0.000522689402394652,0.008460289,0.012563503,0.9748097169038553,1.1071769057802146e-05
120,6.21310268936671e-05,0.0029711141,0.0042785667,0.9971345849943047,0.0005281206410179515,0.008606556,0.012722545,0.9741679007313201,1.0453658778439978e-05
121,6.20395682697576e-05,0.0029909108,0.0042447173,0.9971797518009096,0.0005380489200355645,0.00855308,0.012666366,0.974395529042231,9.85311414788153e-06
122,6.354394024980073e-05,0.0029710382,0.004370273,0.9970104367665942,0.0005292350569275794,0.008571554,0.012608045,0.9746307680834816,9.270398584849966e-06
123,5.9071686010518313e-05,0.0028812797,0.004169222,0.9972791781429797,0.0005482116007664717,0.008615165,0.01288442,0.9735063895408225,8.705767687650153e-06
124,5.8356256621312316e-05,0.002866717,0.0041520675,0.9973015208332061,0.0005212667460470429,0.008512016,0.0125375865,0.9749135425354614,8.159469122054917e-06
125,6.029029328590618e-05,0.0028826091,0.0042270673,0.9972031493724988,0.0005199114157705508,0.008361837,0.012514696,0.9750050471598659,7.63174251267041e-06
126,5.4712547537705314e-05,0.0027820133,0.0040659136,0.9974123400932402,0.0005125360530280345,0.008438798,0.012428929,0.9753464649047277,7.122819337828859e-06
127,5.834009988218284e-05,0.0028577629,0.004165123,0.9972845258215175,0.0005398882628758776,0.008512031,0.012775495,0.973952434488961,6.632922828054981e-06
128,5.555633187221473e-05,0.0027684644,0.004060318,0.997419456649316,0.0005352619174176708,0.008454103,0.012696425,0.9742738388431109,6.162267868149171e-06
129,6.0328598814645204e-05,0.0028494634,0.0042220424,0.997209799846916,0.0005317874836515995,0.008618627,0.012669918,0.9743811771855524,5.711060902932113e-06
130,5.84951971752752e-05,0.002828368,0.004196479,0.9972434851325339,0.0005411311789278253,0.008580339,0.012747275,0.974067385644475,5.279499846691337e-06
131,5.71634855550523e-05,0.002821024,0.0040971274,0.9973724578665528,0.0005247914046188159,0.008434979,0.012617085,0.9745943768262186,4.867773996369289e-06
132,5.6451520627440355e-05,0.0027499786,0.004079807,0.9973946257250461,0.0005403033272013368,0.0085387295,0.012765706,0.9739923211286645,4.476063948531687e-06
133,5.670277013377934e-05,0.002723372,0.004125324,0.9973361679201986,0.0005317714700035965,0.008465441,0.012672564,0.9743704646260749,4.104541520151559e-06
134,5.5674663602139164e-05,0.0027725995,0.004092,0.9973790341945186,0.0005398377145152139,0.008492002,0.012709832,0.9742195017432997,3.753369673244916e-06
135,5.0780636189541096e-05,0.0026851636,0.0038837676,0.9976389923004185,0.0005386990093892535,0.008471141,0.012696828,0.9742722087332467,3.4227024433901653e-06
136,5.186133625745662e-05,0.0026913946,0.003932088,0.9975798770575732,0.000540208221034245,0.008497393,0.012711132,0.974214202927484,3.1126848721629675e-06
137,5.6393736104008206e-05,0.0027372583,0.0041127745,0.9973523481008691,0.0005275344316332918,0.008493863,0.012572513,0.974773554226341,2.8234529435162283e-06
138,5.135155461730404e-05,0.0026515564,0.003908061,0.997609363371923,0.0005371927098021211,0.008550669,0.012764805,0.9739959943807895,2.555133524133022e-06
139,5.256594708348817e-05,0.0026854465,0.003968017,0.9975354534170671,0.0005332615092395725,0.008440407,0.012666431,0.9743952696437453,2.3078443077787816e-06
140,5.063146021744673e-05,0.002638687,0.0038791467,0.9976446090154336,0.0005425685908858756,0.008427229,0.012761721,0.974008573364022,2.081693763676799e-06
141,5.58227626662093e-05,0.0027374276,0.004085061,0.9973879072921492,0.0005396591190018172,0.008469532,0.012741635,0.9740903319898565,1.8767810889300485e-06
142,5.037070061194775e-05,0.0026057665,0.0037959,0.9977446173059031,0.0005378716996070564,0.008453317,0.012672236,0.9743717864351621,1.6931961650101209e-06
143,5.009130812900043e-05,0.0026181568,0.003839663,0.9976923129010954,0.000535632157104189,0.008456741,0.012662319,0.9744118876570222,1.5310195183321626e-06
144,5.149263256337289e-05,0.0026378497,0.0039101695,0.9976067831564954,0.000528185989355808,0.008400379,0.012626569,0.9745561791948637,1.390322284933412e-06
145,5.141092915381355e-05,0.00261762,0.0038771804,0.9976469965532269,0.0005345999321497847,0.008469848,0.0126987565,0.9742644099757432,1.271166179270514e-06
146,5.111208626532691e-05,0.002612357,0.0039198347,0.9975949398564092,0.0005307899065703521,0.00841198,0.012587432,0.9747136654547366,1.17360346714956e-06
147,5.0029367404251965e-05,0.002599237,0.0038316997,0.9977018735538528,0.0005304964703755973,0.008473951,0.01261029,0.9746217236227874,1.0976769428005724e-06
148,4.9402651089568205e-05,0.0025727958,0.0038442288,0.9976868207220673,0.0005365309875747179,0.008457845,0.012688173,0.9743072919812105,1.0434199101065153e-06
149,4.808632658892883e-05,0.0025554842,0.003760523,0.9977864565922927,0.0005363746547220067,0.008434497,0.012660621,0.9744187305719263,1.0108561679951492e-06
150,4.803678158956688e-05,0.0025316707,0.0037602787,0.9977867523431223,0.0005338334567677008,0.008407967,0.012615547,0.9746005815550445,1e-06
